,tsne1,tsne2,inlierLabel
0,10.781415,-13.380692,1
1,10.1559925,-13.574901,1
2,9.113301,-13.922111,1
3,-7.079619,-22.463316,-1
4,-11.549568,-24.620466,1
5,-11.555202,-24.41222,1
6,-14.690931,-7.3712378,-1
7,6.6939015,-20.059002,1
8,-14.689424,-7.3622284,-1
9,6.8864913,5.107998,1
10,6.190727,4.7643027,1
11,6.888703,4.6498294,1
12,-2.1460621,-5.076594,1
13,-2.3723438,-4.6664996,1
14,-2.5416794,-4.231793,1
15,-12.402119,10.774996,1
16,-12.852734,9.907195,1
17,-12.383128,9.394373,1
18,-11.800728,8.199485,1
19,-9.265047,13.833736,1
20,-15.356616,10.541704,1
21,14.483841,4.258664,1
22,14.811014,4.538573,1
23,16.093418,4.315295,1
24,-11.170515,7.527977,1
25,-9.692201,7.887907,1
26,-9.394832,8.007653,1
27,16.431564,6.00157,-1
28,16.010143,6.2897058,1
29,17.822542,6.3535953,1
30,2.8092272,4.7171006,1
31,-7.7188616,-2.0784934,1
32,-0.77838707,3.0344465,1
33,-15.967808,9.306129,1
34,-14.400571,9.266252,1
35,-10.691283,4.5390005,1
36,2.1727223,0.16568129,1
37,1.8249422,1.8379297,1
38,2.3543115,1.8943708,1
39,-11.487787,6.8702917,1
40,-14.018841,7.78627,1
41,-12.495796,7.5317497,1
42,0.14959739,-3.4462535,1
43,0.49333575,-4.5178127,1
44,-0.53985775,-4.777349,1
45,-0.48291275,1.2797947,-1
46,0.33225816,1.2192202,1
47,-6.441963,-3.0013807,-1
48,-2.212676,2.0005422,1
49,1.902579,3.8593712,1
50,1.5380402,3.4311314,1
51,-8.037292,11.9438,1
52,-13.764659,-8.487451,-1
53,-7.791676,11.671645,-1
54,3.978973,-20.577932,-1
55,5.672388,-22.10886,-1
56,-0.8489064,-21.19875,1
57,-14.056367,10.618231,1
58,-10.337891,10.559906,1
59,-9.905186,11.148372,1
60,-9.114281,9.109504,1
61,-9.324001,13.991849,1
62,-8.476823,9.273541,1
63,5.050487,-21.30874,1
64,4.4968457,-21.1008,-1
65,5.605033,-21.003178,-1
66,-7.831558,-2.6075048,1
67,-9.738766,2.9063838,1
68,-8.237393,-3.870472,1
69,-1.2358398,23.365892,1
70,-0.69570345,22.593243,-1
71,-1.602034,23.613388,-1
72,-1.5848824,22.331211,-1
73,1.0088105,20.056658,-1
74,-2.7164946,23.22158,-1
75,-7.039144,7.1720967,1
76,-8.050356,6.9822507,1
77,-11.09025,9.226173,1
78,-11.018921,5.5981574,1
79,-12.74997,6.089852,1
80,-11.76742,5.0785723,1
81,-15.0627165,8.654443,1
82,-8.837897,-0.15549582,1
83,-8.845536,-0.068017006,1
84,-5.6905174,1.415267,1
85,-5.7002234,1.0644438,-1
86,-6.2045875,2.0257838,1
87,-4.108939,0.696603,1
88,-3.5003877,0.33707613,1
89,-2.3797064,-0.29066178,1
90,-0.5014877,-1.2995285,1
91,0.02791672,-1.3362275,1
92,0.4220353,-0.6731368,1
93,-9.817251,-20.467455,1
94,0.71982807,-19.66944,-1
95,0.28979167,-20.601032,1
96,-9.811096,-24.205341,-1
97,-14.013914,-20.758003,1
98,-15.068339,-20.73381,1
99,-4.46867,7.3293834,1
100,-5.72675,7.4466367,1
101,-5.498064,8.587308,1
102,-3.894699,3.800788,1
103,-5.296602,4.8557997,1
104,-4.2585883,5.6686826,1
