,tsne1,tsne2,inlierLabel
227,15.889501,12.088766,1
228,19.187016,3.7872999,-1
229,20.288988,5.7641344,1
230,18.972652,6.148707,1
231,19.57187,5.103924,1
232,20.085257,7.1526923,-1
233,19.851435,6.475537,-1
234,-11.739563,2.0632865,1
235,-15.65054,-1.2920393,1
236,-8.940997,-14.242073,1
237,16.488106,4.7298646,1
238,24.263868,4.171972,-1
239,17.20916,5.943361,1
240,10.241433,4.6204405,-1
241,8.06719,3.5416157,1
242,17.24456,9.043134,1
243,25.126476,3.2591698,-1
244,24.63551,3.3586242,-1
245,24.440786,2.7121322,-1
246,-7.0270195,-6.045386,-1
247,-7.0028377,-6.8452406,-1
248,-12.273862,7.8971834,-1
249,18.029018,2.955366,1
250,14.792877,4.4105506,1
251,14.550369,19.284706,-1
252,22.431131,0.34689113,-1
253,21.405113,0.64613837,-1
254,21.770346,0.72530115,-1
255,15.709361,5.902285,1
256,16.86957,7.90459,-1
257,16.170643,7.97916,-1
258,-12.289911,-6.482739,-1
259,-19.90106,-2.0616248,-1
260,-15.935357,1.3792692,-1
261,13.774097,13.542138,-1
262,16.532505,9.768937,-1
263,15.311427,10.015763,-1
264,-17.3529,-2.3257847,-1
265,-14.888603,-0.5010499,1
266,-17.611431,-1.0777283,1
267,12.998839,9.254212,1
268,16.974203,11.564006,1
269,13.418475,10.151424,-1
270,17.71929,5.073717,1
271,14.9816675,7.3623195,1
272,15.4928465,7.3609877,-1
273,14.872358,11.518607,-1
274,14.286649,10.61349,1
275,15.144208,9.194901,-1
276,18.643435,8.790288,-1
277,15.4608345,13.930819,-1
278,18.02718,10.650054,1
279,-17.643724,0.19396827,1
280,-17.573093,-0.33866522,1
281,-14.443519,-1.939707,-1
282,19.415518,18.673304,-1
283,19.346716,18.56225,-1
284,20.067095,3.4106438,1
285,0.7366241,11.828462,-1
286,1.2363098,12.039402,-1
287,2.0348423,12.542566,1
288,11.524043,6.3493114,-1
289,11.480085,6.1955256,-1
290,11.717686,7.1638722,-1
291,-13.642879,-4.5428843,1
292,-9.045248,-1.8674581,1
293,-7.8960595,-14.848936,1
294,23.5308,3.4293106,-1
295,-12.392784,-4.7834325,-1
296,17.081627,2.6699982,1
297,15.397037,0.26893184,-1
298,15.213615,-0.036229316,-1
299,15.906331,0.0067203986,-1
300,12.722518,12.260113,-1
301,12.6128645,12.993044,-1
302,12.363461,12.5987015,-1
303,9.469546,10.132926,-1
304,14.480912,-3.3345492,-1
305,7.591568,-15.781791,-1
306,-18.31418,-4.9041963,-1
307,-16.829664,-4.5312557,1
308,-17.32362,-4.537214,1
309,12.390648,3.0473137,-1
310,12.851278,2.9387903,-1
311,8.090321,1.7164066,1
312,5.6166987,-14.16614,1
313,9.446277,15.520421,-1
314,9.018399,15.476423,-1
315,-12.75294,5.355826,-1
316,-12.159097,6.458919,-1
317,-11.41199,6.4655995,-1
318,13.152047,4.8257627,1
319,11.1144,3.9036093,-1
320,13.766824,4.4861717,1
321,18.102451,12.526423,-1
322,20.218977,12.692259,-1
323,19.58061,12.644464,1
324,15.391969,2.6833737,1
325,-15.389128,-3.599958,1
326,-5.5901895,-1.5413765,1
327,-14.10723,6.3967247,-1
328,-16.23944,-12.068304,1
329,-15.881138,-10.465434,1
330,-16.215828,-10.156955,1
331,-15.416924,-8.591175,1
332,-15.19346,-7.6826057,-1
333,-15.555987,-8.381214,1
334,-15.7369375,-13.22518,1
335,-15.735235,-13.748154,-1
336,-18.635405,-12.337178,1
337,-17.830387,-13.395677,1
338,-17.87796,-13.117797,1
339,9.088291,4.8794036,1
340,23.907839,9.802191,1
341,9.0717745,4.6101737,1
342,19.159231,10.742523,-1
343,22.376236,10.375706,1
344,25.89008,10.602757,1
345,4.7061844,-0.78825575,1
346,3.9622502,-0.98868155,1
347,4.34139,-0.33330694,1
348,-6.366063,2.7254379,-1
349,-5.6121707,2.1434693,1
350,-4.934085,1.7690545,1
351,-21.28342,-7.91343,1
352,-22.495535,-8.285272,1
353,-22.613108,-7.702746,1
354,-4.651296,-11.780121,-1
355,-4.9090824,-10.771442,-1
356,-4.901479,-10.665457,-1
357,-22.464245,-14.599388,-1
358,-18.952118,-10.995489,1
359,-22.40256,-11.402994,-1
360,1.8785037,-2.4799218,-1
361,-5.671767,9.106886,-1
362,2.4647148,-3.3625197,1
