,tsne1,tsne2,inlierLabel
125,22.252928,-24.749773,-1
126,24.786566,-12.908043,-1
127,25.92584,-13.350209,1
128,16.748,-21.282026,-1
129,19.965132,-16.504461,1
130,19.723457,-17.429384,1
131,10.259199,-13.440535,1
132,8.986475,-15.573414,1
133,9.088434,-10.984672,1
134,7.660109,-15.157127,1
135,14.406519,-12.489705,1
136,5.3044004,-16.512077,-1
137,22.502182,-19.424528,-1
138,22.120407,-21.849558,-1
139,21.763994,-17.527582,1
140,22.962267,-18.310549,1
141,9.155525,-14.611655,1
142,15.908214,-1.1579496,-1
143,9.818015,-9.00693,1
144,24.606794,-15.345417,1
145,24.51153,-15.058591,1
146,24.832674,-14.758813,1
147,4.926625,6.839172,-1
148,4.805958,3.675546,1
149,4.1832237,6.1360526,-1
150,-0.7919197,2.922884,1
151,-0.6021342,3.3532376,1
152,14.319466,5.5380383,-1
153,-18.005085,-6.6251616,1
154,-14.295105,-4.281197,1
155,-13.983651,-3.0326328,1
156,-8.178148,-0.17183135,1
157,-7.3485956,-1.336419,1
158,-0.0015629522,9.15704,-1
159,-4.7237716,-1.6671695,1
160,-5.246868,-1.1205469,1
161,-3.9775536,-0.7915254,-1
162,-2.0212474,1.7591622,1
163,9.138918,-6.4262877,1
164,9.807432,-6.5049767,1
165,-7.8262744,15.001194,1
166,-9.600823,-3.848546,1
167,-7.768934,14.985247,1
168,-9.068547,-2.9505727,1
169,-10.534395,-5.1492863,1
170,-0.6214128,4.2027087,1
171,-12.7207155,-3.8172112,1
172,-13.292987,-5.3109407,1
173,-13.471959,-3.9649806,1
174,4.7021794,-13.526296,1
175,8.320316,15.405654,-1
176,3.8969576,-13.170493,-1
177,2.3151674,-4.0312696,1
178,1.0009856,-5.6436462,1
179,-0.48596033,-7.166569,1
180,-14.618317,9.446135,1
181,-13.714606,9.091038,1
182,-15.112702,8.688922,-1
183,-17.950115,2.2237334,1
184,-16.90351,4.252121,1
185,-16.244776,8.851133,1
186,-14.999739,10.415307,1
187,-16.885088,10.326429,1
188,-16.93378,9.630981,1
189,-16.740627,9.17228,1
190,2.2790713,-2.8445058,1
191,-18.058167,-2.317862,-1
192,22.17257,-7.777594,-1
193,23.195168,-23.010433,-1
194,23.06257,-8.245861,-1
195,6.6617618,0.4670534,1
196,6.6935625,-0.39416748,-1
197,6.6995087,-0.1385629,1
198,3.631504,8.567857,1
199,3.0501502,8.340606,1
200,2.562416,8.095244,1
201,-12.672163,-2.0085397,1
202,-0.69555116,13.703163,1
203,-1.4259661,13.259818,1
204,-3.8815243,12.312737,1
205,-14.434615,-1.428636,1
206,-4.540307,12.058115,1
207,-19.452686,-5.799946,-1
208,6.657426,10.162874,1
209,6.675683,10.186188,1
210,-3.7678385,0.8551096,1
211,2.1573613,9.074621,1
212,2.609492,9.278307,1
213,8.489918,-3.3412676,-1
214,7.9297624,-4.1128826,-1
215,8.445066,-3.405461,-1
216,-4.3230257,-14.708988,1
217,-1.4845299,-13.884695,1
218,-4.2577124,-14.659505,1
219,-3.1104333,14.557627,1
220,-2.3968682,15.005397,1
221,-2.0833335,13.8812065,1
222,-1.1376896,-14.047016,1
223,-1.978608,-12.908673,1
224,-2.1912456,-12.1934,1
225,1.257523,7.3523884,1
226,-0.49722716,6.5924726,-1
227,-0.5194107,7.5942645,1
228,4.2129893,-8.342028,1
229,14.839999,-6.8417306,-1
230,13.954377,-1.4721347,-1
231,-2.3821313,8.084008,1
232,-1.4647037,8.205296,1
233,-3.1574976,7.85691,1
234,3.4614577,-6.2792773,1
235,5.314791,-9.305501,1
236,-7.6953087,-6.0146103,-1
237,2.5059378,13.216583,1
238,-12.364169,-12.279034,-1
239,2.42923,13.266964,1
240,1.3087081,16.167776,1
241,1.0078565,16.159775,1
242,1.2139888,16.634727,1
243,1.8501326,12.050261,1
244,0.80837923,11.584096,1
245,-19.202166,-4.685303,1
246,2.6411493,6.3524356,-1
247,3.055574,5.763407,-1
248,2.1229305,6.0804863,-1
249,-3.4631875,-7.70307,-1
250,-4.526121,-7.500178,1
251,-4.261753,-7.674081,1
252,5.13704,4.4691367,1
253,-6.42468,-5.818132,-1
254,4.0139217,4.897292,-1
255,-15.448106,-7.02243,1
256,-16.555275,-6.195729,1
257,-14.786955,-4.9597545,1
258,-14.498114,7.2629933,-1
259,-5.337594,-11.533558,1
260,-11.538061,-10.831399,-1
261,-10.777015,-6.279804,1
262,-17.099792,-4.3230734,1
263,-15.049957,-3.7875006,1
264,-17.262106,0.689597,1
265,-16.734333,-0.24722543,1
266,-11.386021,-10.442078,-1
267,26.127161,-8.865674,-1
268,-8.188487,-8.314886,-1
269,-17.269178,6.4437237,1
270,-14.643971,14.494716,1
271,-14.990439,14.142379,1
272,-13.22402,-12.634241,-1
273,-20.435225,3.9739423,-1
274,-19.67561,3.5738933,1
275,-19.231905,2.966046,1
276,-13.433521,12.105213,1
277,-14.136711,11.436887,1
278,-14.772957,11.856583,1
279,19.670927,-6.6674075,1
280,12.4565325,-5.57041,-1
281,19.443687,-6.1771436,-1
282,17.998753,-8.189169,-1
283,19.337425,-7.847508,-1
284,-4.040169,-2.242678,1
285,-15.644998,-5.202463,1
286,-11.267606,-1.5355066,1
287,-16.5189,-6.8915176,1
288,6.321436,4.2910523,-1
289,7.6819663,4.3400965,-1
