,tsne1,tsne2,inlierLabel
243,1.8781179,19.437998,-1
244,2.2758946,19.044832,-1
245,2.858336,19.32234,-1
246,-0.074762,14.41416,-1
247,0.11188133,15.36949,-1
248,-6.9443507,-7.888953,-1
249,6.663567,11.12188,1
250,8.015052,8.737892,1
251,-4.6843038,14.873672,-1
252,3.3991525,15.881319,-1
253,4.333523,15.284712,-1
254,3.9957042,15.535149,-1
255,10.593523,11.225723,1
256,11.654299,11.464581,-1
257,12.232216,11.751793,-1
258,-14.46594,5.4517393,-1
259,-24.016155,1.5610482,-1
260,-10.464348,2.0540001,-1
261,15.531682,6.043215,-1
262,14.066872,11.303575,-1
263,14.294632,12.221912,-1
264,-12.196203,1.6300442,-1
265,-9.930381,0.47233033,1
266,-13.372303,-0.8299923,1
267,13.04555,7.2362742,1
268,16.309631,8.082111,1
269,13.972687,7.5874467,-1
270,9.018888,10.045576,1
271,12.367828,10.128088,1
272,12.157808,10.803798,-1
273,14.607346,9.495327,-1
274,13.943993,8.508857,1
275,14.238139,13.256197,-1
276,12.531341,13.181955,-1
277,16.481966,12.40658,-1
278,16.75245,9.216666,1
279,-12.89258,0.04749404,1
280,-12.950623,-0.34949383,1
281,-11.006232,-1.4214932,-1
282,3.1941454,11.935162,-1
283,3.3427088,11.99505,-1
284,5.2608757,12.270518,1
285,1.338026,7.6432676,-1
286,1.8772942,7.7221837,-1
287,2.5567014,8.619119,1
288,11.053819,5.7307754,-1
289,10.884372,5.6571546,-1
290,11.679915,15.291346,-1
291,-13.043025,4.126549,1
292,-1.3828236,6.023886,1
293,7.851751,-21.642443,1
294,3.1159623,18.260397,-1
295,-12.430926,5.4549294,-1
296,5.942579,10.420494,1
297,8.795388,16.37661,-1
298,8.915771,16.80153,-1
299,8.22112,16.41497,-1
300,14.229606,5.6595025,-1
301,14.693414,5.131979,-1
302,14.2397,5.0857477,-1
303,16.633808,-15.329466,-1
304,17.413347,-15.732948,-1
305,9.895341,-22.172174,-1
306,-16.7417,1.9566876,-1
307,-15.301174,2.5918603,1
308,-15.612664,2.0536625,1
309,8.224628,4.9729934,-1
310,7.825365,5.2842827,-1
311,-2.287143,2.643232,1
312,12.667337,-21.415012,1
313,-12.393735,10.805175,-1
314,13.320068,-22.099918,-1
315,-8.244768,-5.1409163,-1
316,-7.478987,-6.4191165,-1
317,-6.762611,-6.116269,-1
318,8.205298,6.960814,1
319,9.685174,4.235576,-1
320,7.9698806,7.5921564,1
321,16.591501,11.322001,-1
322,19.929226,9.867918,-1
323,19.254202,10.117902,1
324,5.5576363,9.043476,1
325,-13.458283,2.4351325,1
326,-2.893276,3.34253,1
327,-9.129246,-6.7872806,-1
328,-17.260433,-7.926415,1
329,-14.397758,-5.594483,1
330,-14.52354,-5.182955,1
331,-13.996047,-3.6559255,1
332,-13.598254,-2.7689931,-1
333,-14.11354,-3.3798265,1
334,-15.56406,-7.6023397,1
335,-14.985144,-7.5002007,-1
336,-17.951181,-5.905525,1
337,-16.636671,-6.2590704,1
338,-17.042938,-6.481571,1
339,11.602542,2.4179964,1
340,17.966108,3.6851218,1
341,11.497429,2.3356144,1
342,17.717257,8.56216,-1
343,18.710688,5.8721476,1
344,19.529964,1.9808996,1
345,2.698687,-2.941398,1
346,3.5232878,-3.3132033,1
347,2.8832464,-3.4852555,1
348,15.138178,-5.0788884,-1
349,-3.4848282,-0.9379774,1
350,-2.9900281,-0.6940689,1
351,-20.137392,-3.817678,1
352,-21.154041,-3.8132472,1
353,-21.224352,-4.476202,1
354,6.1670055,-7.723098,-1
355,5.167696,-8.151707,-1
356,5.0705304,-8.182229,-1
357,-9.871611,-8.624305,-1
358,-18.179281,-4.768896,1
359,-20.56439,0.5344515,-1
360,2.2849162,-6.0872755,-1
361,-4.529944,-10.808029,-1
362,1.7905929,-5.233536,1
