,class,Number of Observations,Mean F1 Score
0,CS,105,0.858573634349378
1,PH,102,0.8337343358395991
2,LB,61,0.6598201798201797
3,FH,54,0.8749134199134199
4,WH,45,0.7190947940947942
5,BH,36,0.6629870129870131
6,WN,36,0.7558730158730158
7,WW,36,0.9407142857142858
8,PF,30,0.8328571428571427
9,SL,30,0.8514285714285714
10,AR,30,0.6393406593406593
11,ER,27,0.8149999999999998
12,FG,27,0.858095238095238
13,KQ,27,0.769047619047619
14,SQ,21,0.6633333333333333
15,TC,18,0.6966666666666667
16,WB,18,1.0
