REF,DENOMINATION,OBVERSE,REVERSE,MINT,EMPEROR,NAMED,ARSENIC,GOLD,COPPER,IRON,NICKEL,LEAD,ANTIMONY,TIN,ZINC,MANGANESE,CHROMIUM,COBALT,BISMUTH,SILVER,BULLION,,,,,
SHK57,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS ITER TR POT, Pax std. l.",Rome,Vespasian,Vespasian,0.013,0.63,21.77,0.015,0.002,0.34,0.004,0.0037,0.0037,0.00014,0.00025,0.0004,0.001,77.22,78.19,,,,,
SHK58,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS ITER TR POT, Pax std. l.",Rome,Vespasian,Vespasian,0.011,0.657,22.01,0.004,0.003,0.34,0.016,0.0021,0.0021,0.00065,0.00086,0.0006,0.001,76.94,77.95,,,,,
SHK59,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS ITER TR POT, Pax std. l.",Rome,Vespasian,Vespasian,0.022,0.626,19.81,0.014,0.002,0.38,0.009,0.0037,0.0007,0.00003,0.00025,0.0003,0.001,79.13,80.14,,,,,
SHK6,denarius,ANT AVG III VIR R P C  ,"LEG XI, eagle & standards.",Antony,Antony,Antony,0.019,0.378,17.94,0.018,0.008,0.88,0.004,0.0873,0.0006,0.00003,0.00023,0.0018,0.013,80.64,81.92,,,,,
SHK60,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS ITER TR POT, Pax std. l.",Rome,Vespasian,Vespasian,0.03,0.493,25.63,0.016,0.003,0.45,0.025,0.0038,0.0007,0.00003,0.00026,0.0003,0.001,73.34,74.29,,,,,
SHK61,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS ITER TR POT, Pax std. l.",Rome,Vespasian,Vespasian,0.025,0.311,25.28,0.021,0.004,0.43,0.009,0.0194,0.0006,0.00002,0.00022,0.0003,0.021,73.88,74.64,,,,,
SHK62,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS ITER TR POT, Pax std. l.",Rome,Vespasian,Vespasian,0.013,0.589,23.66,0.012,0.004,0.19,0.006,0.0057,0.001,0.00004,0.00039,0.0005,0.002,75.51,76.29,,,,,
SHK63,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS ITER TR POT, Pax std. l.",Rome,Vespasian,Vespasian,0.01,0.613,21.99,0.018,0.002,0.4,0.005,0.0157,0.0018,0.00003,0.00064,0.0004,0.002,76.94,77.96,,,,,
SHK64,denarius,IMP CAESAR VESPASIANVS AVG  ,"IVDAEA in ex., trophy & captive",Rome,Vespasian,Vespasian,0.03,0.596,21.03,0.017,0.003,0.41,0.006,0.0736,0.0024,0.00016,0.00108,0.0005,0.002,77.83,78.83,,,,,
SHK65,denarius,IMP CAESAR VESPASIANVS AVG  ,"IVDAEA in ex., trophy & captive",Rome,Vespasian,Vespasian,0.006,0.622,20.63,0.012,0.002,0.41,0.009,0.0026,0.0005,0.00011,0.00049,0.0002,0.001,78.3,79.34,,,,,
SHK66,denarius,IMP CAESAR VESPASIANVS AVG  ,"IVDAEA in ex., trophy & captive",Rome,Vespasian,Vespasian,0.008,0.611,18.77,0.012,0.003,0.69,0.017,0.0033,0.0006,0.00003,0.00023,0.0003,0.01,79.87,81.19,,,,,
SHK67,denarius,IMP CAESAR VESPASIANVS AVG  ,"IVDAEA in ex., trophy & captive",Rome,Vespasian,Vespasian,0.026,0.631,22.4,0.011,0.002,0.36,0.011,0.0043,0.0008,0.00003,0.00029,0.0004,0.002,76.55,77.54,,,,,
SHK68,denarius,IMP CAESAR VESPASIANVS AVG  ,"IVDAEA in ex., trophy & captive",Rome,Vespasian,Vespasian,0.017,0.6,22.95,0.007,0.002,0.4,0.008,0.0035,0.0006,0.00003,0.00024,0.0003,0.001,76.01,77.01,,,,,
SHK69,denarius,IMP CAESAR VESPASIANVS AVG  ,"IVDAEA in ex., trophy & captive",Rome,Vespasian,Vespasian,0.016,0.569,21.95,0.013,0.002,0.39,0.009,0.0027,0.0005,0.00002,0.00018,0.0002,0.001,77.05,78.01,,,,,
SHK7,denarius,ANT AVG III VIR R P C  ,"LEG XI, eagle & standards",Antony,Antony,Antony,0.031,0.288,16.81,0.016,0.009,1.52,0.009,0.025,0.0005,0.00013,0.0002,0.0012,0.08,81.21,83.1,,,,,
SHK70,denarius,IMP CAESAR VESPASIANVS AVG  ,"IVDAEA in ex., trophy & captive",Rome,Vespasian,Vespasian,0.01,0.648,20.55,0.026,0.003,0.55,0.005,0.0044,0.0008,0.00011,0.0003,0.0004,0.005,78.19,79.4,,,,,
SHK71,denarius,IMP CAESAR VESPASIANVS AVG  ,"IVDAEA in ex., trophy & captive",Rome,Vespasian,Vespasian,0.024,0.64,20.48,0.015,0.003,0.68,0.012,0.0047,0.0009,0.00004,0.00032,0.0004,0.002,78.14,79.46,,,,,
SHK72,denarius,IMP CAES VESP AVG P M   ,"AVGR / TRI POT in ex, priestly emblems",Rome,Vespasian,Vespasian,0.009,0.592,21.99,0.01,0.002,0.35,0.009,0.0037,0.0007,0.00003,0.00025,0.0003,0.001,77.03,77.97,,,,,
SHK73,denarius,IMP CAES VESP AVG P M   ,"AVGR / TRI POT in ex, priestly emblems",Rome,Vespasian,Vespasian,0.007,0.561,24.61,0.015,0.003,0.34,0.003,0.003,0.0005,0.00002,0.0002,0.0003,0.001,74.46,75.36,,,,,
SHK74,denarius,IMP CAES VESP AVG P M   ,"AVGR / TRI POT in ex, priestly emblems",Rome,Vespasian,Vespasian,0.012,0.655,23.06,0.006,0.003,0.31,0.012,0.0025,0.0005,0.00002,0.00017,0.0002,0.001,75.94,76.9,,,,,
SHK75,denarius,IMP CAES VESP AVG P M   ,"AVGR / TRI POT in ex, priestly emblems",Rome,Vespasian,Vespasian,0.006,0.709,7.79,0.008,0,0.37,0.007,0.0028,0.0015,0.00002,0.00019,0.0003,0.003,91.1,92.19,,,,,
SHK76,denarius,IMP CAES VESP AVG P M   ,"AVGR / TRI POT in ex, priestly emblems",Rome,Vespasian,Vespasian,0.01,0.606,21.01,0.016,0.002,0.3,0.005,0.0041,0.0007,0.00015,0.00028,0.0004,0.002,78.04,78.95,,,,,
SHK77,denarius,IMP CAES VESP AVG P M   ,"AVGR / TRI POT in ex, priestly emblems",Rome,Vespasian,Vespasian,0.023,0.67,23.56,0.01,0.002,0.32,0.017,0.0044,0.0044,0.00017,0.0003,0.0019,0.001,75.39,76.38,,,,,
SHK78,denarius,IMP CAES VESP AVG P M   ,"AVGR / TRI POT in ex, priestly emblems",Rome,Vespasian,Vespasian,0.005,0.65,21.9,0.007,0.002,0.33,0.011,0.0027,0.0027,0.0001,0.00018,0.0003,0.001,77.09,78.07,,,,,
SHK79,denarius,IMP CAES VESP AVG P M   ,"AVGR / TRI POT in ex, priestly emblems",Rome,Vespasian,Vespasian,0.014,0.656,22.91,0.009,0.004,0.29,0.012,0.0026,0.0026,0.0001,0.00017,0.0003,0.001,76.11,77.05,,,,,
SHK8,denarius,ANT AVG III VIR R P C  ,"LEG XIIII, eagle & standards",Antony,Antony,Antony,0.03,0.374,17.95,0.016,0.011,0.43,0.003,0.0387,0.0013,0.00002,0.00018,0.0025,0.001,81.14,81.95,,,,,
SHK80,denarius,IMP CAESAR VESPASIANVS AVG  ,"PON MAX TR P COS VI, Pax std. l.",Rome,Vespasian,Vespasian,0.013,0.367,26.61,0.014,0.002,0.55,0.011,0.003,0.003,0.00011,0.0002,0.0003,0.021,72.4,73.34,,,,,
SHK81,denarius,IMP CAESAR VESPASIANVS AVG  ,"PON MAX TR P COS VI, Pax std. l.",Rome,Vespasian,Vespasian,0.026,0.339,24.31,0.015,0.002,0.27,0.017,0.0037,0.004,0.00014,0.00025,0.0004,0.002,75.01,75.62,,,,,
SHK82,denarius,IMP CAESAR VESPASIANVS AVG  ,"PON MAX TR P COS VI, Pax std. l.",Rome,Vespasian,Vespasian,0.019,0.354,23.14,0.01,0.002,0.47,0.016,0.0036,0.0036,0.00014,0.00025,0.0004,0.004,75.97,76.8,,,,,
SHK83,denarius,IMP CAESAR VESPASIANVS AVG  ,"PON MAX TR P COS VI, Pax std. l.",Rome,Vespasian,Vespasian,0.011,0.373,24.41,0.016,0.003,0.53,0.017,0.0023,0.0023,0.00009,0.00015,0.0002,0.024,74.61,75.54,,,,,
SHK84,denarius,IMP CAESAR VESPASIANVS AVG  ,"PON MAX TR P COS VI, Pax std. l.",Rome,Vespasian,Vespasian,0.008,0.382,23.46,0.012,0.002,0.5,0.016,0.0019,0.0019,0.00007,0.00013,0.0002,0.018,75.59,76.5,,,,,
SHK85,denarius,IMP CAES VESP AVG P M COS IIII  ,"TRI POT in field, Vesta std. l.",Rome,Vespasian,Vespasian,0.018,0.512,22.32,0.004,0.001,0.36,0.012,0.0025,0.0025,0.00009,0.00017,0.0002,0.017,76.75,77.64,,,,,
SHK86,denarius,IMP CAES VESP AVG P M COS IIII  ,"TRI POT in field, Vesta std. l.",Rome,Vespasian,Vespasian,0.018,0.683,22,0.009,0.002,0.31,0.012,0.0029,0.0005,0.00002,0.0002,0.0003,0.001,76.96,77.96,,,,,
SHK87,denarius,IMP CAES VESP AVG P M COS IIII  ,"TRI POT in field, Vesta std. l.",Rome,Vespasian,Vespasian,0.013,0.376,21.23,0.005,0.002,0.37,0.011,0.0171,0.0068,0.0001,0.00018,0.0003,0.038,77.92,78.71,,,,,
SHK88,denarius,IMP CAES VESP AVG P M COS IIII  ,VESTA in field,Rome,Vespasian,Vespasian,0.027,0.356,23.11,0.011,0.003,0.38,0.015,0.0325,0.0216,0.00002,0.0002,0.0003,0.04,76.01,76.78,,,,,
SHK89,denarius,IMP CAES VESP AVG P M COS IIII  ,VESTA in field,Rome,Vespasian,Vespasian,0.011,0.392,22.05,0.016,0.002,0.43,0.013,0.0045,0.0079,0.00003,0.00659,0.1568,0.024,76.89,77.73,,,,,
SHK9,denarius,ANT AVG III VIR R P C  ,"LEG XIV, eagle & standards",Antony,Antony,Antony,0.02,0.36,16.07,0.005,0.004,1.11,0.006,0.0103,0.0005,0.00002,0.0002,0.0014,0.027,82.38,83.88,,,,,
SHK90,denarius,IMP CAES VESP AVG P M COS IIII  ,VESTA in field,Rome,Vespasian,Vespasian,0.019,0.388,24.34,0.009,0.003,0.39,0.017,0.0213,0.0086,0.00015,0.00018,0.0002,0.041,74.76,75.58,,,,,
SHK91,denarius,IMP CAES VESP AVG P M COS IIII  ,VICTORIA AVGVSTI,Rome,Vespasian,Vespasian,0.019,0.359,26.43,0.013,0.005,0.35,0.016,0.0456,0.0219,0.00027,0.00037,0.0003,0.037,72.71,73.45,,,,,
SHK92,denarius,IMP CAES VESP AVG P M COS IIII  ,VICTORIA AVGVSTI,Rome,Vespasian,Vespasian,0.021,0.4,23.71,0.012,0.002,0.43,0.017,0.003,0.003,0.00011,0.0002,0.0003,0.032,75.37,76.23,,,,,
SHK93,denarius,IMP CAES VESP AVG P M COS IIII  ,VICTORIA AVGVSTI,Rome,Vespasian,Vespasian,0.023,0.422,22.91,0.015,0.005,0.5,0.025,0.0296,0.0125,0.00118,0.00146,0.0016,0.039,76.01,76.98,,,,,
SHK94,denarius,T CAES IMP VESP PON TR POT  ,NEP RED,Rome,Vespasian,Vespasian,0.014,0.353,19.35,0.008,0.002,0.27,0.013,0.0042,0.0042,0.00016,0.00028,0.0004,0.015,79.97,80.61,,,,,
SHK95,denarius,IMP CAES VESP AVG CENS   ,"PONTIF MAXIM, emperor std. r.",Rome,Vespasian,Vespasian,0.024,0.338,23.79,0.026,0.004,0.53,0.025,0.0207,0.0007,0.00011,0.00026,0.0003,0.043,75.2,76.11,,,,,
SHK96,denarius,IMP CAES VESP AVG CENS   ,"PONTIF MAXIM, emperor std. r.",Rome,Vespasian,Vespasian,0.01,0.436,22.55,0.014,0.003,0.57,0.018,0.0045,0.0027,0.0002,0.00112,0.0004,0.044,76.34,77.4,,,,,
SHK97,denarius,IMP CAES VESP AVG CENS   ,"PONTIF MAXIM, emperor std. r.",Rome,Vespasian,Vespasian,0.006,0.355,26.17,0.006,0.003,0.59,0.023,0.0025,0.0005,0.00007,0.00017,0.0002,0.053,72.78,73.79,,,,,
SHK98,denarius,IMP CAES VESP AVG CENS   ,"PONTIF MAXIM, emperor std. r.",Rome,Vespasian,Vespasian,0.024,0.547,26.48,0.03,0.005,0.38,0.022,0.0477,0.0271,0.00015,0.0002,0.0003,0.032,72.41,73.37,,,,,
SHK99,denarius,IMP CAES VESP AVG CENS   ,"PONTIF MAXIM, emperor std. r.",Rome,Vespasian,Vespasian,0.021,0.37,24.45,0.005,0.003,0.55,0.016,0.0033,0.0006,0.00003,0.00023,0.0003,0.046,74.54,75.5,,,,,
sw,denarius,IMP CAES DOMIT AVG R M TR P XV ,IMP XXII COS XVII CENS P P,Rome,Domitian,Domitian,0.013,0.493,6.62,0.007,0.001,0.49,0.003,0.0031,0.0031,0.00012,0.00021,0.0003,0.021,92.34,93.35,,,,,
w1,denarius,TI.CAESAR.DIVI.AVG.F.AVGVSTVS.  ,"TR POT XVII, IMP VII in exergue,Tiberius in quadriga.",Lyon,Tiberius,Tiberius,0.003,0.493,0.09,0.028,0,0.12,0.002,0.0022,0.0001,0.00089,0.00007,0.0001,0.268,98.99,99.87,,,,,
w10,denarius,NERO.CLAVD.CAES.DRVSVS.GERM.PRINC.IVVENT.  ,"SACERD.COOPT.IN.OMN.CONL.SVPRA.NVM.EX.SC., simpulum and lituus.",Lyon,Claudius,Nero,0.002,0.68,0.13,0.003,0,0.32,0.002,0.0016,0.0041,0.00049,0.00005,0.0002,0.215,98.63,99.85,,,,,
w106,denarius,IMP CAESAR VESP AVG,PON MAX TR P COS V Caduceus,Rome,Vespasian,Vespasian,0.023,0.36,20.93,0.034,0.004,0.45,0.023,0.0028,0.0005,0.00006,0.00019,0.0003,0.001,78.17,78.98,,,,,
w107,denarius,IMP CAES DOMIT AVG GERM P M ,TR P XIII  IMP XXII COS XVII,Rome,Domitian,Domitian,0.006,0.301,12.35,0.004,0.001,0.5,0.003,0.0026,0.0005,0.00002,0.00018,0.0002,0.019,86.81,87.63,18.35,15.67,38.53,0.85,2.1
w108,denarius,IMP CAES DOMIT AVG GERM PM TR P XI ,IMP XXI COS XVI CENS P P P,Rome,Domitian,Domitian,0.009,0.518,9.39,0.005,0,0.49,0.004,0.0037,0.0007,0.00003,0.00026,0.0003,0.006,89.57,90.59,,,,,
w109,denarius,IMP NERVA CAES AVG P M TR P COS II P P  ,SALVS AVG ,Rome,Nerva,Nerva,0.006,0.328,14.74,0.006,0.002,0.49,0.003,0.0027,0.0005,0.00004,0.00018,0.0002,0.018,84.4,85.23,,,,,
w11,denarius,TI CLAUD CAESAR AVG GERM P M TRIB POT P P.   ,AGRIPPINAE.AVGVSTAE  bust r.,Lyon,Claudius,Agrippina,0.004,0.571,0.17,0.007,0,0.21,0.003,0.0031,0.0002,0.00149,0.00009,0.0003,0.132,98.9,99.81,,,,,
w12,denarius,TI CLAUD CAESAR AVG GERM P M TRIB POT P P.   ,AGRIPPINAE.AVGVSTAE  bust r.,Lyon,Claudius,Agrippina,0.002,0.522,0.17,0.006,0,0.12,0.002,0.0018,0.0001,0.00452,0.00005,0.0003,0.314,98.86,99.82,,,,,
w16,denarius,NERO.CAESAR.AVGVSTVS.    ,"VESTA, hexastyle temple with Vesta within.",Rome,Nero,Nero,0.006,0.621,21.13,0.007,0.002,1,0.007,0.0027,0.0005,0.00002,0.00009,0.0002,0.043,77.18,78.84,,,,,
w17,denarius,IMP.NERO.CAESAR.AVG.P.P.    ,Standards,Rome,Nero,Nero,0.023,0.672,11.2,0.006,0.001,0.63,0.003,0.0036,0.0007,0.00003,0.00011,0.0003,0.002,87.46,88.76,,,,,
w18,denarius,I O MAX CAPITOLINVS  bust l.  ,VESTA P R QVIRITIVM,Gaul,Civil War,Civil War,0.022,0.059,0.32,0.239,0.001,0.5,0.003,0.0038,0.0007,0.00337,0.00136,0.0003,0.097,98.75,99.41,,,,,
w19,denarius,SALVS GENERIS HVMANI  Victory stg. l.  ,"SIGNA P R., standards.",Gaul,Civil War,Civil War,0.045,0.374,3.7,0.007,0.001,0.42,0.005,0.0414,0.0259,0.00005,0.00021,0.0006,0.049,95.33,96.18,18.46,15.67,38.63,0.85,2.09
w2,denarius,C CAESAR AVG GERM P M TR POT   ,"AGRIPPINA MAT C CAES AVG GERM, Agrippina bust, dr., r. ",Lyon,Caligula,Caligula,0.002,0.389,0.2,0.005,0,0.27,0.002,0.0019,0.0001,0.00162,0.00006,0.0001,0.102,99.02,99.79,,,,,
w20,denarius,GALBA.IMP.    ,VIRTVS,Spanish,Galba,Galba,0.01,0.544,2.07,0.008,0.001,0.34,0.003,0.0224,0.0009,0.00006,0.00014,0.0004,0.094,96.9,97.88,18.54,15.68,38.79,0.85,2.09
w21,denarius,IMP SER GALBA AVG  ,SPQR/OB/CS in oak wreath,Rome,Galba,Galba,0.006,0.72,11.32,0.012,0.001,0.84,0.005,0.0029,0.0005,0.00002,0.00009,0.0003,0.008,87.09,88.65,,,,,
w22,denarius,IMP M OTHO  ,PAX ORBIS TERRARVM,Rome,Otho,Otho,0.007,0.95,10.23,0.004,0.001,1.5,0.004,0.0865,0.0006,0.00002,0.0002,0.0003,0.022,87.19,89.67,,,,,
w23,denarius,A VITELLIVS IMP GERMAN  ,VICTORIA AVGVSTI,Lyon,Vitellius,Vitellius,0.034,0.486,3.06,0.012,0.001,0.38,0.004,0.0057,0.0049,0.00009,0.00018,0.0005,0.048,95.96,96.88,,,,,
w24,denarius,A.VITELLIVS.IMP.GERMAN.    ,VICTORIA AVGVSTI,Spanish,Vitellius,Vitellius,0.01,0.444,2.1,0.006,0.001,0.45,0.003,0.0176,0.0024,0.00015,0.00015,0.0004,0.1,96.87,97.86,,,,,
w25,denarius,A VITELLIVS GERMANICVS IMP    ,CONCORDIA P R,Rome,Vitellius,Vitellius,0.012,0.544,13.93,0.015,0.001,0.96,0.004,0.0387,0.001,0.00026,0.00017,0.0005,0.012,84.48,86,18.34,15.66,38.48,0.85,2.1
w26,denarius,A.VITELLIVS.GERM.IMP.AVG.TR.P.    ,CONCORDIA P R,Rome,Vitellius,Vitellius,0.027,0.128,12.35,0.01,0.02,1.04,0.025,0.0547,0.7081,0.00005,0.0001,0.0003,0.043,85.59,86.8,18.59,15.64,38.56,0.84,2.07
w27,denarius,A.VITELLIVS.GERMAN.IMP.TR.P.    ,"XV VIR SACR FAC, tripod lebes with dolphin.",Rome,Vitellius,Vitellius,0.01,0.65,9.06,0.011,0.001,0.98,0.014,0.0043,0.0008,0.00003,0.00034,0.0004,0.014,89.25,90.89,,,,,
w28,denarius,A.VITELLIVS.GERMANICVS.IMP.    ,"No legend, Victory seated",Rome,Vitellius,Vitellius,0.034,0.671,10.22,0.018,0.002,0.87,0.005,0.0069,0.0013,0.00072,0.0014,0.0006,0.03,88.14,89.71,18.43,15.66,38.58,0.85,2.09
w29,denarius,IMP.CAES.VESPAS.AVG ,"LIBERI.IMP.AVG.VESPAS, Titus and Domitian standing",Ephesus,Vespasian,Vespasian,0.018,0.73,21.98,0.004,0.002,0.26,0.014,0.0038,0.0016,0.00022,0.00048,0.0003,0.126,76.87,77.98,,,,,
w3,denarius,C.CAESAR.AVG.GERM.P.M.TR.POT    ,"DIVVS.AVG.PATER.PATRIAE., radiate hd. r.",Lyon,Caligula,Caligula,0.002,0.17,0.32,0.003,0,0.13,0.002,0.0018,0.0001,0.00175,0.00373,0.0944,0.018,99.26,99.57,,,,,
w30,denarius,IMP.CAESAR.VESPASIANVS.AVG.TR.P.    ,"TITVS.ET.DOMITIAN.CAESARES.PRIN.IVVEN., Titus and Domitian seated.",Lyon,Vespasian,Vespasian,0.021,0.552,7.74,0.03,0,0.44,0.003,0.0955,0.1083,0.00028,0.00014,0.0004,0.057,90.95,92,,,,,
w31,denarius,IMP.T.CAESAR.VESPASIANVS.AVG.    ,"TR.POT.VIII.COS.VII., trophy.",Rome,Titus,Titus,0.015,0.441,21.07,0.021,0.001,0.3,0.005,0.0067,0.0013,0.00095,0.00021,0.0006,0.036,78.1,78.87,,,,,
w32,denarius,IMP.TITVS.CAES.VESPASIAN.AVG.P.M.    ,"TR.POT.VIIII.IMP.XIIII.COS.VII.P.P., Venus stg. r.",Rome,Titus,Titus,0.017,0.408,20.92,0.011,0.002,0.13,0.015,0.0035,0.0007,0.00007,0.00011,0.0003,0.002,78.49,79.03,,,,,
w33,denarius,IMP.TITVS.CAES.VESPASIAN.AVG.P.M.    ,"TR.P.IX.IMP.XV.COS.VIII.P.P., winged thunderbolt on table.",Rome,Titus,Titus,0.007,0.61,15,0.011,0.001,0.43,0.002,0.0033,0.0006,0.00008,0.00011,0.0003,0.01,83.93,84.98,,,,,
w34,denarius,IMP.TITVS.CAES.VESPASIAN.AVG.P.M.    ,"TR.P.VIIII.IMP.XV.COS.VII.P.P., Venus stg. r.",Rome,Titus,Titus,0.008,0.49,20.41,0.033,0.002,0.42,0.007,0.057,0.0031,0.00027,0.00109,0.0003,0.018,78.55,79.48,,,,,
w35,denarius,IMP.TITVS.CAES.VESPASIAN.AVG.P.M.    ,"TR.POT.VIIII.IMP.XV.COS.VII.P.P., quadriga l.",Rome,Titus,Titus,0.011,0.682,10.05,0.016,0.001,0.42,0.004,0.005,0.0009,0.00004,0.00016,0.0004,0.003,88.8,89.91,,,,,
w36,denarius,IMP.TITVS.CAES.VESPASIAN.AVG.P.M.    ,"TR.P.IX.IMP.XV.COS.VIII.P.P., dolphin and anchor",Rome,Titus,Titus,0.017,0.427,22.16,0.075,0.003,0.63,0.011,0.0029,0.0365,0.00073,0.00033,0.0042,0.002,76.63,77.69,,,,,
w37,denarius,T.CAES.IMP.VESP.CENS    ,"COS.V, eagle.",O mint,Vespasian,Titus,0.01,0.621,16.79,0.007,0.003,0.44,0.012,0.0412,0.0057,0.00004,0.00014,0.0004,0.041,82.03,83.13,,,,,
w38,denarius,IMP CAES DOMITIANVS AVG P M  ,"TR POT IMP II COS VIII DES VIIII P P, Fortuna.  ",Rome,Domitian,Domitian,0.008,0.67,0.87,0.013,0,0.41,0.002,0.0034,0.0006,0.00012,0.00034,0.0003,0.005,98.02,99.11,,,,,
w39,denarius,IMP CAES DOMITIANVS AVG P M ,"IVPPITER CONSERVATOR, Eagle",Rome,Domitian,Domitian,0.034,0.654,0.72,0.011,0.001,0.29,0.004,0.0054,0.001,0.00016,0.00033,0.0005,0.083,98.19,99.22,,,,,
w4,denarius,C CAESAR AVG GERM P M TR POT,GERMANICVS CAES P C CAES AVG GERM,Lyon,Caligula,Caligula,0.002,0.03,0.21,0.002,0,0.14,0.002,0.0018,0.0001,0.00094,0.00005,0.0001,0.023,99.59,99.78,,,,,
w40,denarius,IMP CAES DOMIT AVG GERM ,TR P VIII  IMP XIX COS XIIII CENS P P P,Rome,Domitian,Domitian,0.016,0.632,13.14,0.011,0.001,0.54,0.02,0.0071,0.0013,0.00018,0.00022,0.0006,0.004,85.63,86.81,,,,,
w41,denarius,IMP CAES DOMIT AVG GERM ,TR P VIIII  IMP XXI COS XV CENS P P P,Rome,Domitian,Domitian,0.021,0.666,12.13,0.005,0.002,0.47,0.003,0.0036,0.0007,0.00007,0.00011,0.0003,0.012,86.68,87.83,,,,,
w42,denarius,IMP CAES DOMIT AVG GERM ,P M TR P XI  IMP XXI COS XVI CENS P P P,Rome,Domitian,Domitian,0.009,0.597,5.73,0.158,0,0.55,0.015,0.0041,0.0008,0.00044,0.00013,0.0004,0.024,92.91,94.08,18.38,15.66,38.54,0.85,2.1
w43,denarius,IMP CAES DOMIT AVG GERM ,P M TR P XII  IMP XXII COS XVI CENS P P P,Rome,Domitian,Domitian,0.007,0.645,7.05,0.011,0.001,0.53,0.002,0.0033,0.0006,0.00016,0.00036,0.0003,0.035,91.72,92.92,18.36,15.66,38.51,0.85,2.1
w44,denarius,IMP CAES DOMIT AVG GERM ,P M TR P XII  IMP XXII COS XVI CENS P P,Rome,Domitian,Domitian,0.007,0.475,7.48,0.008,0.001,0.59,0.002,0.0031,0.0006,0.00007,0.0001,0.0003,0.011,91.42,92.5,,,,,
w45,denarius,IMP CAES DOMIT AVG GERM ,P M TR P XIII  IMP XXII COS XVI CENS P P P,Rome,Domitian,Domitian,0.009,0.534,12.71,0.007,0.001,0.51,0.003,0.0041,0.0008,0.00003,0.00013,0.0004,0.011,86.21,87.27,,,,,
w46,denarius,IMP CAES DOMITIANVS AVG GERMANIC  ,P M TR POT III IMP V COS X P P,Rome,Domitian,Domitian,0.026,0.62,0.71,0.042,0.001,0.35,0.009,0.0118,0.0022,0.00038,0.00037,0.001,0.017,98.21,99.19,,,,,
w5,denarius,C CAESAR AVG GERM P M TR POT ,GERMANICVS CAES P C CAES AVG GERM ,Lyon,Caligula,Caligula,0.003,0.063,0.14,0.005,0,0.22,0.002,0.002,0.0001,0.00132,0.00006,0.0001,0.082,99.48,99.85,,,,,
w6,denarius,C CAESAR AVG PON M TR POT III COS III,DIVVS AVG PATER PATRIAE,Lyon,Caligula,Caligula,0.003,0.05,0.35,0.004,0,0.2,0.002,0.0024,0.0001,0.00151,0.00007,0.0001,0.026,99.36,99.64,,,,,
w8,denarius,TI CLAVD CAESAR AVG P M TR P X P P IMP XVIII. ,PACI AVGVSTAE. Pax Nemesis. ,Lyon,Claudius,Claudius,0.004,0.925,0.11,0.007,0,0.24,0.003,0.0029,0.0002,0.00065,0.00009,0.0002,0.315,98.39,99.87,,,,,
w89,denarius,IMP NERVA CAES AVG P M TR P COS III P P  ,AEQVITAS AVGVST,Rome,Nerva,Nerva,0.021,0.61,7.7,0.011,0,0.46,0.003,0.0042,0.0008,0.00009,0.00013,0.0004,0.009,91.19,92.26,,,,,
w9,denarius, TI CLAVD CAESAR AVG GERM P M TRIB POT P P. ,NERO CLAVD CAES DRVSVS GERM PRINC IVVENT.,Lyon,Claudius,Nero,0.003,0.112,0.29,0.014,0,0.23,0.002,0.0024,0.0001,0.00181,0.00007,0.0003,0.078,99.26,99.68,,,,,
w90,denarius,IMP NERVA CAES AVG P M TR P COS III P P  ,"CONCORDIA EXERCITVVM, clasped hands",Rome,Nerva,Nerva,0.006,0.326,13.88,0.012,0.001,0.55,0.002,0.0029,0.0005,0.0001,0.00009,0.0003,0.024,85.2,86.09,,,,,
w91,denarius,IMP NERVA CAES AVG P M TR P II COS III P P  ,"CONCORDIA EXERCITVVM, clasped hands",Rome,Nerva,Nerva,0.007,0.453,11.43,0.009,0.001,0.48,0.002,0.0031,0.0006,0.00008,0.0001,0.0003,0.018,87.59,88.54,,,,,
w92,denarius,IMP NERVA CAES AVG P M TR P COS II P P ,CONCORDIA EXERCITVVM Clasped hands and standard,Rome,Nerva,Nerva,0.023,0.362,6.49,0.013,0.001,0.57,0.003,0.0038,0.0007,0.00007,0.00012,0.0003,0.045,92.49,93.47,,,,,
w93,denarius,IMP NERVA CAES AVG TR POT ,"COS III PATER PATRIAE, Sacrificial implements ",Rome,Nerva,Nerva,0.006,0.429,15.87,0.011,0.002,0.53,0.016,0.0064,0.0005,0.00008,0.00023,0.0002,0.016,83.11,84.09,,,,,
w94,denarius,IMP NERVA CAES AVG P M TR POT II ,"COS III PATER PATRIAE, Sacrificial implements ",Rome,Nerva,Nerva,0.006,0.371,14.96,0.011,0.002,0.5,0.002,0.0027,0.0005,0.00008,0.00009,0.0002,0.052,84.09,85.01,,,,,
w95,denarius,IMP NERVA CAES AVG P M TR P II COS III P P  ,FORTVNA AVGVST,Rome,Nerva,Nerva,0.007,0.342,13.22,0.014,0.002,0.55,0.002,0.003,0.0006,0.0001,0.00009,0.0003,0.018,85.85,86.75,,,,,
